"","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd"
"3081",76,NA,"M. cylindrica","029878-0469-1992","Peak bloom","2006-04-23",113,2006,210.25
"3082",76,NA,"M. cylindrica","029878-0469-1992","Peak bloom","2007-04-22",112,2007,215.73
"3083",76,NA,"M. cylindrica","029878-0469-1992","Peak bloom","2008-05-04",125,2008,181.63
"3084",76,NA,"M. cylindrica","029878-0469-1992","Peak bloom","2009-05-10",130,2009,226.28
"3085",12,"B1","M. dawsoniana",NA,"Peak bloom","1991-04-04",94,1991,101.58
"3086",12,"B1","M. dawsoniana",NA,"Peak bloom","1992-03-15",75,1992,154.76
"3087",12,"B1","M. dawsoniana",NA,"Peak bloom","1993-03-28",87,1993,95.95
"3088",12,"B1","M. dawsoniana",NA,"Peak bloom","2004-04-06",97,2004,188.54
"3089",12,"B1","M. dawsoniana",NA,"Peak bloom","1995-03-29",88,1995,138.84
"3090",12,"B1","M. dawsoniana",NA,"Peak bloom","1996-03-27",87,1996,125.74
"3091",12,"B1","M. dawsoniana",NA,"Peak bloom","1997-04-06",96,1997,109.64
"3092",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1992-03-18",78,1992,166.96
"3093",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1993-04-07",97,1993,126.85
"3094",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2004-04-03",94,2004,173.6
"3095",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1995-03-22",81,1995,128.74
"3096",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1996-03-27",87,1996,125.74
"3097",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1997-04-09",99,1997,119.89
"3098",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1998-03-22",81,1998,176.69
"3099",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","1999-04-07",97,1999,105.47
"3100",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2000-04-05",96,2000,114.87
"3101",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2001-04-01",91,2001,90.17
"3102",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2002-04-14",104,2002,140.8
"3103",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2003-03-30",89,2003,155.47
"3104",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2004-03-17",77,2004,112.41
"3105",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2005-03-13",72,2005,142.62
"3106",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2006-03-26",85,2006,103.14
"3107",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2007-03-28",87,2007,129.62
"3108",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2008-04-06",97,2008,88.32
"3109",54,"F7","M. dawsoniana 'Barbara Cook'","022602-5065-1981","Peak bloom","2009-04-19",109,2009,102.76
"3110",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1992-03-25",85,1992,188.74
"3111",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1993-04-10",100,1993,140.14
"3112",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2004-04-06",97,2004,188.54
"3113",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1995-04-02",92,1995,158.37
"3114",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1996-03-31",91,1996,130.84
"3115",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1997-04-09",99,1997,119.89
"3116",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1998-03-25",84,1998,190.34
"3117",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","1999-04-11",101,1999,117.26
"3118",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2000-04-12",103,2000,145.46
"3119",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2001-04-04",94,2001,94.07
"3120",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2002-04-21",111,2002,164.29
"3121",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2003-04-09",99,2003,179.4
"3122",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2004-03-24",84,2004,137.2
"3123",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2005-03-20",79,2005,160.02
"3124",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2006-04-05",95,2006,140.27
"3125",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2007-04-08",98,2007,166.59
"3126",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2008-04-20",111,2008,127.65
"3127",16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","Peak bloom","2009-04-22",112,2009,123.81
"3128",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1992-03-25",85,1992,188.74
"3129",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1993-04-14",104,1993,154.13
"3130",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2004-04-13",104,2004,234.94
"3131",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1996-04-07",98,1996,167.88
"3132",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1997-04-16",106,1997,154.53
"3133",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1998-04-01",91,1998,200.89
"3134",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","1999-04-14",104,1999,128.05
"3135",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2000-04-12",103,2000,145.46
"3136",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2001-04-08",98,2001,99.77
"3137",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2002-04-21",111,2002,164.29
"3138",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2003-04-06",96,2003,167.01
"3139",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2004-03-24",84,2004,137.2
"3140",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2005-03-20",79,2005,160.02
"3141",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2006-04-02",92,2006,128.97
"3142",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2007-04-11",101,2007,176.54
"3143",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2008-04-20",111,2008,127.65
"3144",63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","Peak bloom","2009-04-22",112,2009,123.81
"3145",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1991-04-21",111,1991,165.21
"3146",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1992-03-22",82,1992,179.05
"3147",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1993-04-18",108,1993,176.08
"3148",52,"E8","M. denudata","018821-0317-1980","Peak bloom","2004-04-13",104,2004,234.94
"3149",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1995-04-09",99,1995,188.37
"3150",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1996-04-07",98,1996,167.88
"3151",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1997-03-30",89,1997,100.1
"3152",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1998-04-05",95,1998,215.18
"3153",52,"E8","M. denudata","018821-0317-1980","Peak bloom","1999-04-18",108,1999,153.18
"3154",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2001-04-29",119,2001,196.27
"3155",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2002-05-05",125,2002,222.18
"3156",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2003-04-13",103,2003,197.4
"3157",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2004-04-07",98,2004,194.59
"3158",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2005-04-03",93,2005,193.93
"3159",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2006-04-23",113,2006,210.25
"3160",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2007-04-22",112,2007,215.73
"3161",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2008-05-07",128,2008,200.43
"3162",75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","Peak bloom","2009-05-03",123,2009,184.79
"3163",79,NA,"M. maudiae var. platypetala","033449-0539-1996","Peak bloom","2002-05-01",121,2002,204.63
"3164",79,NA,"M. maudiae var. platypetala","033449-0539-1996","Peak bloom","2008-05-18",139,2008,284.6
"3165",79,NA,"M. maudiae var. platypetala","033449-0539-1996","Peak bloom","2009-05-17",137,2009,274.63
"3166",74,"A2","M. officinalis biloba","015711-0328-1978","Peak bloom","2004-05-15",136,2004,479.99
"3167",74,"A2","M. officinalis biloba","015711-0328-1978","Peak bloom","1996-05-15",136,1996,376.99
"3168",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1991-03-31",90,1991,89.53
"3169",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1992-03-08",68,1992,137.66
"3170",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1993-03-28",87,1993,95.95
"3171",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2004-03-20",80,2004,116.91
"3172",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1995-03-29",88,1995,138.84
"3173",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1996-03-20",80,1996,112.44
"3174",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1997-03-26",85,1997,91.11
"3175",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1998-03-15",74,1998,149.96
"3176",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","1999-03-24",83,1999,91.9
"3177",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2000-03-26",86,2000,80.98
"3178",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2001-03-18",77,2001,63.83
"3179",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2003-03-16",75,2003,116.15
"3180",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2004-03-17",77,2004,112.41
"3181",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2005-03-09",68,2005,125.92
"3182",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2006-03-19",78,2006,83.1
"3183",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2007-03-28",87,2007,129.62
"3184",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2008-04-06",97,2008,88.32
"3185",3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","Peak bloom","2009-04-22",112,2009,123.81
"3186",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","1995-03-29",88,1995,138.84
"3187",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","1996-04-07",98,1996,167.88
"3188",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","1997-04-13",103,1997,137.69
"3189",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","1999-04-11",101,1999,117.26
"3190",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2000-04-09",100,2000,128.11
"3191",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2001-04-15",105,2001,111.97
"3192",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2002-04-21",111,2002,164.29
"3193",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2003-04-02",92,2003,162.47
"3194",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2004-03-24",84,2004,137.2
"3195",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2005-03-20",79,2005,160.02
"3196",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2006-04-05",95,2006,140.27
"3197",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2007-04-08",98,2007,166.59
"3198",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2008-04-20",111,2008,127.65
"3199",66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","Peak bloom","2009-04-22",112,2009,123.81
"3200",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","1991-03-27",86,1991,77.73
"3201",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","1992-03-11",71,1992,141.91
"3202",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","1993-03-28",87,1993,95.95
"3203",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","2004-03-27",87,2004,147.45
"3204",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","1995-03-19",78,1995,121.65
"3205",13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","Peak bloom","1996-03-20",80,1996,112.44
"3206",36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","Peak bloom","2008-03-26",86,2008,81.33
"3207",36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","Peak bloom","2009-04-11",101,2009,70.41
"3208",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1991-04-07",97,1991,108.98
"3209",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1992-03-11",71,1992,141.91
"3210",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1993-03-31",90,1993,103.9
"3211",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2004-03-27",87,2004,147.45
"3212",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1995-03-29",88,1995,138.84
"3213",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1996-03-27",87,1996,125.74
"3214",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1997-04-02",92,1997,104
"3215",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1998-03-18",77,1998,157.45
"3216",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","1999-04-04",94,1999,99.87
"3217",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2000-04-02",93,2000,104.27
"3218",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2001-03-25",84,2001,78.77
"3219",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2002-04-10",100,2002,117.95
"3220",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2003-03-23",82,2003,135.13
"3221",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2004-03-21",81,2004,120.31
"3222",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2005-03-13",72,2005,142.62
"3223",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2006-04-02",92,2006,128.97
"3224",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2007-04-01",91,2007,141.4
"3225",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2008-04-06",97,2008,88.32
"3226",14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","Peak bloom","2009-04-11",101,2009,70.41
"3227",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1991-03-27",86,1991,77.73
"3228",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1992-03-11",71,1992,141.91
"3229",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1993-03-28",87,1993,95.95
"3230",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2004-03-23",83,2004,133.26
"3231",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1995-03-15",74,1995,104.66
"3232",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1996-03-20",80,1996,112.44
"3233",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1997-03-26",85,1997,91.11
"3234",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","1999-03-24",83,1999,91.9
"3235",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2000-03-29",89,2000,88.83
"3236",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2001-03-18",77,2001,63.83
"3237",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2002-04-10",100,2002,117.95
"3238",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2003-03-19",78,2003,120.94
"3239",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2004-03-14",74,2004,103.06
"3240",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2005-03-09",68,2005,125.92
"3241",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2006-03-19",78,2006,83.1
"3242",38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","Peak bloom","2007-03-28",87,2007,129.62
"3243",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1991-04-21",111,1991,165.21
"3244",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1993-04-10",100,1993,140.14
"3245",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2004-04-03",94,2004,173.6
"3246",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1995-04-02",92,1995,158.37
"3247",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1996-04-07",98,1996,167.88
"3248",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1997-04-09",99,1997,119.89
"3249",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1998-03-29",88,1998,193.84
"3250",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","1999-04-14",104,1999,128.05
"3251",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2000-04-12",103,2000,145.46
"3252",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2001-04-08",98,2001,99.77
"3253",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2003-03-23",82,2003,135.13
"3254",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2004-03-24",84,2004,137.2
"3255",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2005-03-13",72,2005,142.62
"3256",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2006-04-05",95,2006,140.27
"3257",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2007-03-28",87,2007,129.62
"3258",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2008-04-13",104,2008,113.36
"3259",22,"D8","M. sprengeri","018822-0317-1980","Peak bloom","2009-04-15",105,2009,81.86
"3260",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1991-04-17",107,1991,140.96
"3261",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1992-03-22",82,1992,179.05
"3262",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1993-04-10",100,1993,140.14
"3263",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2004-04-03",94,2004,173.6
"3264",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1995-04-02",92,1995,158.37
"3265",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1996-03-31",91,1996,130.84
"3266",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1997-04-16",106,1997,154.53
"3267",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1998-03-25",84,1998,190.34
"3268",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","1999-04-14",104,1999,128.05
"3269",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2000-04-12",103,2000,145.46
"3270",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2001-04-18",108,2001,129.62
"3271",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2002-04-21",111,2002,164.29
"3272",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2003-04-02",92,2003,162.47
"3273",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2004-03-31",91,2004,165.1
"3274",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2005-03-26",85,2005,171.2
"3275",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2006-04-09",99,2006,158.01
"3276",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2007-04-08",98,2007,166.59
"3277",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2008-04-27",118,2008,151.14
"3278",34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","Peak bloom","2009-04-22",112,2009,123.81
"3279",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2001-03-18",77,2001,63.83
"3280",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2002-04-07",97,2002,105.7
"3281",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2003-03-23",82,2003,135.13
"3282",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2004-03-17",77,2004,112.41
"3283",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2005-03-09",68,2005,125.92
"3284",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2006-03-19",78,2006,83.1
"3285",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2007-03-25",84,2007,124.27
"3286",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2008-03-26",86,2008,81.33
"3287",78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","Peak bloom","2009-04-11",101,2009,70.41
"3288",53,"F6","M  sprengeri 'Wakehurst' A.M.","021439-0021-1982","Peak bloom","2003-04-20",110,2003,232.18
"3289",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","Peak bloom","2005-03-30",89,2005,185.19
"3290",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","Peak bloom","2006-04-16",106,2006,181.75
"3291",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","Peak bloom","2007-04-11",101,2007,176.54
"3292",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","Peak bloom","2008-04-23",114,2008,134.35
"3293",53,"F6","M. sprengeri 'Wakehurst'","021439-0021-1982","Peak bloom","2009-04-22",112,2009,123.81
"3294",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1991-04-11",101,1991,113.43
"3295",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1992-03-22",82,1992,179.05
"3296",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1993-04-07",97,1993,126.85
"3297",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2004-03-30",90,2004,164.1
"3298",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1995-03-29",88,1995,138.84
"3299",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1996-04-03",94,1996,137.93
"3300",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1997-04-09",99,1997,119.89
"3301",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1998-03-29",88,1998,193.84
"3302",20,"C9","M. stellata","004191-0153-1972","Peak bloom","1999-04-11",101,1999,117.26
"3303",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2000-04-16",107,2000,165.86
"3304",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2001-04-11",101,2001,105.22
"3305",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2002-04-24",114,2002,171.14
"3306",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2003-04-20",110,2003,232.18
"3307",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2003-03-31",90,2003,158.42
"3308",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2005-03-23",82,2005,163.51
"3309",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2006-04-09",99,2006,158.01
"3310",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2007-05-06",126,2007,287.23
"3311",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2008-05-04",125,2008,181.63
"3312",20,"C9","M. stellata","004191-0153-1972","Peak bloom","2009-05-03",123,2009,184.79
"3313",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1992-03-25",85,1992,188.74
"3314",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","2004-03-30",90,2004,164.1
"3315",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1995-03-26",85,1995,130.84
"3316",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1996-03-31",91,1996,130.84
"3317",71,"D3","M. zenii (clone no. 1)","024923-0083-1986","Peak bloom","1997-04-06",96,1997,109.64
