"","...1","Ref..No.","Location","Name","Accession.Number","event","value","DOY","year","gdd","spName","cultivarName"
"3556",3556,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2003-04-06,96,2003,167.01,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3557",3557,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2004-03-24,84,2004,137.2,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3558",3558,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2005-03-13,72,2005,142.62,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3559",3559,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2006-04-02,92,2006,128.97,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3560",3560,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2007-04-01,91,2007,141.4,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3561",3561,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2008-04-20,111,2008,127.65,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3562",3562,16,"B4","M. dawsoniana 'Chyverton Red'  (ex. 'Chyverton')","016525-0317-1978","First tepal drop",2009-04-22,112,2009,123.81,"M. dawsoniana","'Chyverton Red'  (ex. 'Chyverton')"
"3563",3563,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1991-04-21,111,1991,165.21,"M. dawsoniana","'Clark'"
"3564",3564,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1992-03-28,88,1992,197.69,"M. dawsoniana","'Clark'"
"3565",3565,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1993-04-18,108,1993,176.08,"M. dawsoniana","'Clark'"
"3566",3566,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2004-04-03,94,2004,173.6,"M. dawsoniana","'Clark'"
"3567",3567,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1996-04-07,98,1996,167.88,"M. dawsoniana","'Clark'"
"3568",3568,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1997-04-20,110,1997,170.12,"M. dawsoniana","'Clark'"
"3569",3569,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1998-03-29,88,1998,193.84,"M. dawsoniana","'Clark'"
"3570",3570,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",1999-04-18,108,1999,153.18,"M. dawsoniana","'Clark'"
"3571",3571,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2000-04-16,107,2000,165.86,"M. dawsoniana","'Clark'"
"3572",3572,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2001-04-08,98,2001,99.77,"M. dawsoniana","'Clark'"
"3573",3573,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2002-04-21,111,2002,164.29,"M. dawsoniana","'Clark'"
"3574",3574,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2003-04-06,96,2003,167.01,"M. dawsoniana","'Clark'"
"3575",3575,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2004-03-24,84,2004,137.2,"M. dawsoniana","'Clark'"
"3576",3576,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2005-03-20,79,2005,160.02,"M. dawsoniana","'Clark'"
"3577",3577,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2006-04-02,92,2006,128.97,"M. dawsoniana","'Clark'"
"3578",3578,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2007-04-01,91,2007,141.4,"M. dawsoniana","'Clark'"
"3579",3579,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2008-04-16,107,2008,123.15,"M. dawsoniana","'Clark'"
"3580",3580,63,"F3","M. dawsoniana 'Clark'","017990-0317-1979","First tepal drop",2009-04-22,112,2009,123.81,"M. dawsoniana","'Clark'"
"3581",3581,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1991-04-21,111,1991,165.21,"M. denudata","botanical species"
"3582",3582,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1992-03-22,82,1992,179.05,"M. denudata","botanical species"
"3583",3583,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1993-04-18,108,1993,176.08,"M. denudata","botanical species"
"3584",3584,52,"E8","M. denudata","018821-0317-1980","First tepal drop",2004-04-06,97,2004,188.54,"M. denudata","botanical species"
"3585",3585,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1995-04-09,99,1995,188.37,"M. denudata","botanical species"
"3586",3586,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1996-04-10,101,1996,190.27,"M. denudata","botanical species"
"3587",3587,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1997-04-20,110,1997,170.12,"M. denudata","botanical species"
"3588",3588,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1998-03-29,88,1998,193.84,"M. denudata","botanical species"
"3589",3589,52,"E8","M. denudata","018821-0317-1980","First tepal drop",1999-04-18,108,1999,153.18,"M. denudata","botanical species"
"3590",3590,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2001-04-29,119,2001,196.27,"M. denudata","'Japanese Clone'"
"3591",3591,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2002-05-12,132,2002,252.81,"M. denudata","'Japanese Clone'"
"3592",3592,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2003-04-13,103,2003,197.4,"M. denudata","'Japanese Clone'"
"3593",3593,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2004-04-11,102,2004,219.49,"M. denudata","'Japanese Clone'"
"3594",3594,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2005-04-07,97,2005,209.43,"M. denudata","'Japanese Clone'"
"3595",3595,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2006-04-23,113,2006,210.25,"M. denudata","'Japanese Clone'"
"3596",3596,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2007-04-15,105,2007,190.63,"M. denudata","'Japanese Clone'"
"3597",3597,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2008-05-07,128,2008,200.43,"M. denudata","'Japanese Clone'"
"3598",3598,75,NA,"M. denudata 'Japanese Clone'","029725-0618-1992","First tepal drop",2009-05-06,126,2009,203.24,"M. denudata","'Japanese Clone'"
"3599",3599,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First tepal drop",2002-05-08,128,2002,229.93,"M. maudiae var. platypetala","botanical species"
"3600",3600,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First tepal drop",2008-05-25,146,2008,346.88,"M. maudiae var. platypetala","botanical species"
"3601",3601,79,NA,"M. maudiae var. platypetala","033449-0539-1996","First tepal drop",2009-05-24,144,2009,329.08,"M. maudiae var. platypetala","botanical species"
"3602",3602,74,"A2","M. officinalis biloba","015711-0328-1978","First tepal drop",2004-05-15,136,2004,479.99,"M. officinalis biloba","botanical species"
"3603",3603,74,"A2","M. officinalis biloba","015711-0328-1978","First tepal drop",1995-05-24,144,1995,488.59,"M. officinalis biloba","botanical species"
"3604",3604,74,"A2","M. officinalis biloba","015711-0328-1978","First tepal drop",1996-05-15,136,1996,376.99,"M. officinalis biloba","botanical species"
"3605",3605,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1991-04-04,94,1991,101.58,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3606",3606,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1992-03-15,75,1992,154.76,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3607",3607,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1993-04-04,94,1993,118.25,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3608",3608,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2004-03-23,83,2004,133.26,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3609",3609,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1995-03-22,81,1995,128.74,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3610",3610,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1996-03-24,84,1996,120.64,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3611",3611,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1997-03-30,89,1997,100.1,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3612",3612,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1998-03-22,81,1998,176.69,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3613",3613,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",1999-03-28,87,1999,96.29,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3614",3614,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2000-03-26,86,2000,80.98,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3615",3615,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2001-03-21,80,2001,68.57,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3616",3616,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2002-04-14,104,2002,140.8,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3617",3617,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2003-03-16,75,2003,116.15,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3618",3618,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2004-03-14,74,2004,103.06,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3619",3619,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2005-03-09,68,2005,125.92,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3620",3620,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2006-03-08,67,2006,76.95,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3621",3621,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2007-03-21,80,2007,114.89,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3622",3622,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2008-04-06,97,2008,88.32,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3623",3623,3,"A5","M. sargentiana 'Blood Moon' on M. sprengeri","005230-0055-1986","First tepal drop",2009-04-01,91,2009,40.59,"M. sargentiana","'Blood Moon' on M. sprengeri"
"3624",3624,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",1995-04-05,95,1995,171.27,"M. sargentiana","'Chyverton Dark'"
"3625",3625,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",1996-04-10,101,1996,190.27,"M. sargentiana","'Chyverton Dark'"
"3626",3626,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",1997-04-16,106,1997,154.53,"M. sargentiana","'Chyverton Dark'"
"3627",3627,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",1999-04-14,104,1999,128.05,"M. sargentiana","'Chyverton Dark'"
"3628",3628,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2000-04-12,103,2000,145.46,"M. sargentiana","'Chyverton Dark'"
"3629",3629,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2001-04-18,108,2001,129.62,"M. sargentiana","'Chyverton Dark'"
"3630",3630,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2002-04-21,111,2002,164.29,"M. sargentiana","'Chyverton Dark'"
"3631",3631,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2003-03-30,89,2003,155.47,"M. sargentiana","'Chyverton Dark'"
"3632",3632,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2004-03-31,91,2004,165.1,"M. sargentiana","'Chyverton Dark'"
"3633",3633,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2005-03-27,86,2005,175.45,"M. sargentiana","'Chyverton Dark'"
"3634",3634,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2006-04-05,95,2006,140.27,"M. sargentiana","'Chyverton Dark'"
"3635",3635,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2007-04-01,91,2007,141.4,"M. sargentiana","'Chyverton Dark'"
"3636",3636,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2008-04-20,111,2008,127.65,"M. sargentiana","'Chyverton Dark'"
"3637",3637,66,"F2","M. sargentiana 'Chyverton Dark'","025075-5324-1986","First tepal drop",2009-04-26,116,2009,138.54,"M. sargentiana","'Chyverton Dark'"
"3638",3638,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",1991-03-27,86,1991,77.73,"M. sargentiana (ex. var. robusta)","botanical species"
"3639",3639,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",1992-03-22,82,1992,179.05,"M. sargentiana (ex. var. robusta)","botanical species"
"3640",3640,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",1993-03-28,87,1993,95.95,"M. sargentiana (ex. var. robusta)","botanical species"
"3641",3641,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",2004-04-03,94,2004,173.6,"M. sargentiana (ex. var. robusta)","botanical species"
"3642",3642,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",1995-03-15,74,1995,104.66,"M. sargentiana (ex. var. robusta)","botanical species"
"3643",3643,13,"B1","M. sargentiana (ex. var. robusta)","021438-0405-1982","First tepal drop",1996-03-20,80,1996,112.44,"M. sargentiana (ex. var. robusta)","botanical species"
"3644",3644,36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First tepal drop",2008-03-26,86,2008,81.33,"M. sargentiana (ex. var. robusta)","botanical species"
"3645",3645,36,"D2","M. sargentiana (ex. var. robusta)","022111-0055-1982","First tepal drop",2009-04-11,101,2009,70.41,"M. sargentiana (ex. var. robusta)","botanical species"
"3646",3646,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1991-04-04,94,1991,101.58,"M. sargentiana (ex. var. robusta)","botanical species"
"3647",3647,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1992-03-15,75,1992,154.76,"M. sargentiana (ex. var. robusta)","botanical species"
"3648",3648,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1993-03-31,90,1993,103.9,"M. sargentiana (ex. var. robusta)","botanical species"
"3649",3649,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2004-03-23,83,2004,133.26,"M. sargentiana (ex. var. robusta)","botanical species"
"3650",3650,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1995-03-22,81,1995,128.74,"M. sargentiana (ex. var. robusta)","botanical species"
"3651",3651,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1996-03-27,87,1996,125.74,"M. sargentiana (ex. var. robusta)","botanical species"
"3652",3652,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1997-03-30,89,1997,100.1,"M. sargentiana (ex. var. robusta)","botanical species"
"3653",3653,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1998-03-18,77,1998,157.45,"M. sargentiana (ex. var. robusta)","botanical species"
"3654",3654,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",1999-03-31,90,1999,97.94,"M. sargentiana (ex. var. robusta)","botanical species"
"3655",3655,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2000-04-05,96,2000,114.87,"M. sargentiana (ex. var. robusta)","botanical species"
"3656",3656,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2001-03-25,84,2001,78.77,"M. sargentiana (ex. var. robusta)","botanical species"
"3657",3657,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2002-04-10,100,2002,117.95,"M. sargentiana (ex. var. robusta)","botanical species"
"3658",3658,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2003-03-16,75,2003,116.15,"M. sargentiana (ex. var. robusta)","botanical species"
"3659",3659,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2004-03-21,81,2004,120.31,"M. sargentiana (ex. var. robusta)","botanical species"
"3660",3660,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2005-03-13,72,2005,142.62,"M. sargentiana (ex. var. robusta)","botanical species"
"3661",3661,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2006-04-02,92,2006,128.97,"M. sargentiana (ex. var. robusta)","botanical species"
"3662",3662,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2008-04-09,100,2008,93.82,"M. sargentiana (ex. var. robusta)","botanical species"
"3663",3663,14,"C7","M. sargentiana (ex. var. robusta)","026294-0328-1988","First tepal drop",2009-04-15,105,2009,81.86,"M. sargentiana (ex. var. robusta)","botanical species"
"3664",3664,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1991-04-04,94,1991,101.58,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3665",3665,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1992-03-18,78,1992,166.96,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3666",3666,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1993-04-04,94,1993,118.25,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3667",3667,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2004-03-27,87,2004,147.45,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3668",3668,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1995-03-19,78,1995,121.65,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3669",3669,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1996-03-31,91,1996,130.84,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3670",3670,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1997-03-30,89,1997,100.1,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3671",3671,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",1999-03-28,87,1999,96.29,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3672",3672,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2000-04-02,93,2000,104.27,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3673",3673,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2001-03-21,80,2001,68.57,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3674",3674,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2002-04-10,100,2002,117.95,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3675",3675,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2003-03-16,75,2003,116.15,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3676",3676,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2004-03-28,88,2004,151.45,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3677",3677,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2005-03-09,68,2005,125.92,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3678",3678,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2006-03-22,81,2006,90.29,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3679",3679,38,"D2","M. sargentiana (pale flower selection ex. 'Alba')","022600-0016-1984","First tepal drop",2007-04-08,98,2007,166.59,"M. sargentiana (pale flower selection ex.)","'Alba')"
"3680",3680,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1991-04-21,111,1991,165.21,"M. sprengeri","botanical species"
"3681",3681,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1992-03-22,82,1992,179.05,"M. sprengeri","botanical species"
"3682",3682,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1993-04-10,100,1993,140.14,"M. sprengeri","botanical species"
"3683",3683,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2004-04-03,94,2004,173.6,"M. sprengeri","botanical species"
"3684",3684,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1995-03-22,81,1995,128.74,"M. sprengeri","botanical species"
"3685",3685,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1996-03-31,91,1996,130.84,"M. sprengeri","botanical species"
"3686",3686,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1997-04-13,103,1997,137.69,"M. sprengeri","botanical species"
"3687",3687,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1998-03-25,84,1998,190.34,"M. sprengeri","botanical species"
"3688",3688,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",1999-04-18,108,1999,153.18,"M. sprengeri","botanical species"
"3689",3689,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2000-04-05,96,2000,114.87,"M. sprengeri","botanical species"
"3690",3690,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2001-04-04,94,2001,94.07,"M. sprengeri","botanical species"
"3691",3691,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2002-04-10,100,2002,117.95,"M. sprengeri","botanical species"
"3692",3692,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2003-03-30,89,2003,155.47,"M. sprengeri","botanical species"
"3693",3693,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2004-03-14,74,2004,103.06,"M. sprengeri","botanical species"
"3694",3694,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2005-03-09,68,2005,125.92,"M. sprengeri","botanical species"
"3695",3695,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2006-03-22,81,2006,90.29,"M. sprengeri","botanical species"
"3696",3696,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2007-04-01,91,2007,141.4,"M. sprengeri","botanical species"
"3697",3697,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2008-04-19,110,2008,127.65,"M. sprengeri","botanical species"
"3698",3698,22,"D8","M. sprengeri","018822-0317-1980","First tepal drop",2009-04-15,105,2009,81.86,"M. sprengeri","botanical species"
"3699",3699,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1991-04-14,104,1991,125.57,"M. sprengeri","'Claret Cup'"
"3700",3700,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1992-03-18,78,1992,166.96,"M. sprengeri","'Claret Cup'"
"3701",3701,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1993-04-10,100,1993,140.14,"M. sprengeri","'Claret Cup'"
"3702",3702,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2004-04-03,94,2004,173.6,"M. sprengeri","'Claret Cup'"
"3703",3703,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1995-03-22,81,1995,128.74,"M. sprengeri","'Claret Cup'"
"3704",3704,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1996-03-27,87,1996,125.74,"M. sprengeri","'Claret Cup'"
"3705",3705,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1997-04-20,110,1997,170.12,"M. sprengeri","'Claret Cup'"
"3706",3706,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1998-03-22,81,1998,176.69,"M. sprengeri","'Claret Cup'"
"3707",3707,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",1999-04-18,108,1999,153.18,"M. sprengeri","'Claret Cup'"
"3708",3708,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2000-04-09,100,2000,128.11,"M. sprengeri","'Claret Cup'"
"3709",3709,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2001-04-11,101,2001,105.22,"M. sprengeri","'Claret Cup'"
"3710",3710,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2002-04-14,104,2002,140.8,"M. sprengeri","'Claret Cup'"
"3711",3711,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2003-04-06,96,2003,167.01,"M. sprengeri","'Claret Cup'"
"3712",3712,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2004-03-28,88,2004,151.45,"M. sprengeri","'Claret Cup'"
"3713",3713,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2005-03-20,79,2005,160.02,"M. sprengeri","'Claret Cup'"
"3714",3714,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2006-04-05,95,2006,140.27,"M. sprengeri","'Claret Cup'"
"3715",3715,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2007-04-08,98,2007,166.59,"M. sprengeri","'Claret Cup'"
"3716",3716,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2008-04-27,118,2008,151.14,"M. sprengeri","'Claret Cup'"
"3717",3717,34,"D2","M. sprengeri 'Claret Cup'","021440-0021-1982","First tepal drop",2009-04-15,105,2009,81.86,"M. sprengeri","'Claret Cup'"
"3718",3718,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2001-03-18,77,2001,63.83,"M. sprengeri","'Eric Savill'"
"3719",3719,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2002-04-07,97,2002,105.7,"M. sprengeri","'Eric Savill'"
"3720",3720,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2003-03-12,71,2003,93.22,"M. sprengeri","'Eric Savill'"
"3721",3721,78,NA,"M. sprengeri 'Eric Savill'","028104-5283-1989","First tepal drop",2004-03-14,74,2004,103.06,"M. sprengeri","'Eric Savill'"
